地址,市场,方向,持仓量,均价,现价,现值($),成本($),盈亏($),盈亏%,到期日,Profile
0x9b06708f82009f5ad2648d6cdc29c45d365b0b42,Will the percentage change in the S&P 500 in Q1 2026 be betw,Yes,156.89,0.1211,0.1235,19.38,19,0.38,198.2,2026-03-31,https://polymarket.com/profile/0x9b06708f82009f5ad2648d6cdc29c45d365b0b42
0x7e01fb9dece74b0031696fe104fbcce421cc63be,"Will S&P 500 (SPX) close at <$6,400 in March?",No,23,0.91,0.78,17.94,20.93,-2.99,-1428.6,2026-03-31,https://polymarket.com/profile/0x7e01fb9dece74b0031696fe104fbcce421cc63be
0xc18b10a8d864d1d2ef71a58259eb810d52173917,"Will S&P 500 (SPX) hit $6,600 (LOW) in December?",Yes,20,0.91,0.89,17.8,18.2,-0.4,-219.8,2026-12-31,https://polymarket.com/profile/0xc18b10a8d864d1d2ef71a58259eb810d52173917
0xe6266639b0f2fe7019b5a04f02f60d8a13276771,"Will S&P 500 (SPX) hit $6,900 (HIGH) in March 2026?",No,21.74,0.4,0.805,17.5,8.7,8.8,10125,2026-03-31,https://polymarket.com/profile/0xe6266639b0f2fe7019b5a04f02f60d8a13276771
0xd035fd5f4d6bec4a73dc2fc11fe35c13c3acf165,Will the percentage change in the S&P 500 in Q1 2026 be at l,Yes,1249.3,0.0186,0.013,16.24,23.21,-6.97,-3002.5,2026-03-31,https://polymarket.com/profile/0xd035fd5f4d6bec4a73dc2fc11fe35c13c3acf165
0x1d7c3422cc4ce0106995917268d5309d5f9a51b6,Will Bitcoin have the best performance in 2026?,No,18.24,0.75,0.74,13.5,13.68,-0.18,-133.3,2026-12-31,https://polymarket.com/profile/0x1d7c3422cc4ce0106995917268d5309d5f9a51b6
0x6b2664ced83a571a7e92e03155b5e3881e0ccf9a,"Will S&P 500 (SPX) close over $6,500 on the final trading da",Yes,20,0.71,0.66,13.2,14.2,-1,-704.2,2026-03-31,https://polymarket.com/profile/0x6b2664ced83a571a7e92e03155b5e3881e0ccf9a
0xcf006e28309313be21b36d22bde515882182353f,"Will S&P 500 (SPX) hit $6,900 (HIGH) in March 2026?",Yes,61.99,0.2631,0.195,12.09,16.31,-4.22,-2587.3,2026-03-31,https://polymarket.com/profile/0xcf006e28309313be21b36d22bde515882182353f
0x9b06708f82009f5ad2648d6cdc29c45d365b0b42,Will the KOSPI Composite Index (^KS11) close above 5250 on t,No,33.58,0.3275,0.35,11.75,11,0.75,685.5,2026-03-31,https://polymarket.com/profile/0x9b06708f82009f5ad2648d6cdc29c45d365b0b42
0x85d57ae07c1c0cae93f1ed6d05166eff4233bbf0,Will the S&P 500 Index lose at least 4% on any day in Q1?,Yes,60.22,0.18,0.19,11.44,10.84,0.6,555.6,2026-03-31,https://polymarket.com/profile/0x85d57ae07c1c0cae93f1ed6d05166eff4233bbf0
0x99ab7d78197d01bee8e2392e02d1dcf59b12edc1,Will Bitcoin outperform Silver in February 2026?,No,11,0.73,1,11,8.03,2.97,3698.6,2026-01-31,https://polymarket.com/profile/0x99ab7d78197d01bee8e2392e02d1dcf59b12edc1
0xe7a3cd81b59acfa06d21df09beb57b84b794e60a,"Will S&P 500 (SPX) hit $6,400 (LOW) in March 2026?",Yes,20.58,0.5346,0.51,10.49,11,-0.51,-460.3,2026-03-31,https://polymarket.com/profile/0xe7a3cd81b59acfa06d21df09beb57b84b794e60a
0xe7a3cd81b59acfa06d21df09beb57b84b794e60a,Will the S&P 500 Index gain at least 5% on any day in Q1?,Yes,223.26,0.0491,0.046,10.27,10.95,-0.68,-624.5,2026-03-31,https://polymarket.com/profile/0xe7a3cd81b59acfa06d21df09beb57b84b794e60a
0x74919413601bfb577685d47bec38dbb1174fada0,Will Bitcoin outperform Gold in March 2026?,No,35,0.77,0.29,10.15,26.95,-16.8,-6233.8,2026-03-31,https://polymarket.com/profile/0x74919413601bfb577685d47bec38dbb1174fada0
0xeacd0d487d273f06b188e2899435f2517f498143,Will KOSPI Composite Index (^KS11) hit 4700 (LOW) in Q1 2026,Yes,33.33,0.25,0.3,10,8.33,1.67,2000,2026-03-31,https://polymarket.com/profile/0xeacd0d487d273f06b188e2899435f2517f498143
0x3b1a8b39f8d3a4ce3fe7c1e752cf14c386834221,Will the S&P 500 Index lose at least 5% on any day in Q1?,Yes,150,0.1,0.0625,9.37,15,-5.62,-3750.1,2026-03-31,https://polymarket.com/profile/0x3b1a8b39f8d3a4ce3fe7c1e752cf14c386834221
0x6b2664ced83a571a7e92e03155b5e3881e0ccf9a,Will the S&P 500 Index lose at least 4% on any day in Q1?,Yes,43,0.2138,0.19,8.17,9.19,-1.02,-1114.4,2026-03-31,https://polymarket.com/profile/0x6b2664ced83a571a7e92e03155b5e3881e0ccf9a
0x99bce72fb855cc8eebe6c85683ede46da1784f35,"Will S&P 500 (SPX) hit $6,600 (LOW) in March 2026?",No,53.92,0.14,0.135,7.28,7.55,-0.27,-358.1,2026-03-31,https://polymarket.com/profile/0x99bce72fb855cc8eebe6c85683ede46da1784f35
0xc18b10a8d864d1d2ef71a58259eb810d52173917,"Will Nasdaq 100 (NDX) close over $24,000 on the final tradin",Yes,15,0.35,0.485,7.28,5.25,2.02,3857.1,2026-12-31,https://polymarket.com/profile/0xc18b10a8d864d1d2ef71a58259eb810d52173917
0x9b06708f82009f5ad2648d6cdc29c45d365b0b42,Will the percentage change in the S&P 500 in Q1 2026 be betw,Yes,309.01,0.0331,0.0235,7.26,10.24,-2.98,-2908.2,2026-03-31,https://polymarket.com/profile/0x9b06708f82009f5ad2648d6cdc29c45d365b0b42
0xc18b10a8d864d1d2ef71a58259eb810d52173917,"Will S&P 500 (SPX) hit $7,700 (HIGH) in June?",Yes,50,0.108,0.14,7,5.4,1.6,2963.3,2026-06-30,https://polymarket.com/profile/0xc18b10a8d864d1d2ef71a58259eb810d52173917
0x6b2664ced83a571a7e92e03155b5e3881e0ccf9a,"Will S&P 500 (SPX) close over $6,500 on the final trading da",No,20,0.25,0.34,6.8,5,1.8,3600,2026-03-31,https://polymarket.com/profile/0x6b2664ced83a571a7e92e03155b5e3881e0ccf9a
0x22eace1285cab0b23f7252ba02f3643c4c965f43,Will Strategy (MicroStrategy) (MSTR) be added to the S&P 500,Yes,729.51,0.0186,0.009,6.57,13.54,-6.97,-5149.6,2026-03-31,https://polymarket.com/profile/0x22eace1285cab0b23f7252ba02f3643c4c965f43
0x9b06708f82009f5ad2648d6cdc29c45d365b0b42,Will KOSPI Composite Index (^KS11) hit 7000 (HIGH) in Q1 202,Yes,133.33,0.15,0.047,6.27,20,-13.73,-6866.6,2026-03-31,https://polymarket.com/profile/0x9b06708f82009f5ad2648d6cdc29c45d365b0b42
0xfdd1839bf9034f797dd7fe207197188717fe1829,"Will S&P 500 (SPX) close at $6,500-$7,000 in December?",Yes,33.3,0.06,0.185,6.16,2,4.16,20833.3,2026-12-31,https://polymarket.com/profile/0xfdd1839bf9034f797dd7fe207197188717fe1829
0xc18b10a8d864d1d2ef71a58259eb810d52173917,"Will S&P 500 (SPX) hit $7,800 (HIGH) in December?",Yes,19.34,0.3237,0.315,6.09,6.26,-0.17,-270.3,2026-12-31,https://polymarket.com/profile/0xc18b10a8d864d1d2ef71a58259eb810d52173917
0xcf006e28309313be21b36d22bde515882182353f,"Will S&P 500 (SPX) hit $5,000 (LOW) in March 2026?",Yes,384.25,0.0158,0.0155,5.96,6.05,-0.1,-161.2,2026-03-31,https://polymarket.com/profile/0xcf006e28309313be21b36d22bde515882182353f
0xfdd1839bf9034f797dd7fe207197188717fe1829,Will S&P 500 (SPX) hit 5350 (LOW) in March?,Yes,15.62,0.0451,0.371,5.8,0.7,5.09,72227,2026-04-01,https://polymarket.com/profile/0xfdd1839bf9034f797dd7fe207197188717fe1829
0xeab61f1c7168138db3e0bb87acadfb77ce8dd4c6,"S&P 500 all time high by March 31, 2026?",No,6.12,0.7198,0.925,5.66,4.41,1.26,2850.6,2026-03-31,https://polymarket.com/profile/0xeab61f1c7168138db3e0bb87acadfb77ce8dd4c6
0x9b06708f82009f5ad2648d6cdc29c45d365b0b42,Will the percentage change in the S&P 500 in Q1 2026 be betw,Yes,173.34,0.049,0.032,5.55,8.5,-2.95,-3473.9,2026-03-31,https://polymarket.com/profile/0x9b06708f82009f5ad2648d6cdc29c45d365b0b42
0xaaf7948cec26d8b164934b9da65f8ff15a5c2e27,"Will S&P 500 (SPX) hit $7,200 (HIGH) in March 2026?",Yes,168.49,0.0134,0.0325,5.48,2.26,3.21,14185.1,2026-03-31,https://polymarket.com/profile/0xaaf7948cec26d8b164934b9da65f8ff15a5c2e27
0x99bce72fb855cc8eebe6c85683ede46da1784f35,Will S&P 500 (SPX) hit 5500 (LOW) in March?,Yes,14.33,0.0701,0.374,5.36,1,4.36,43366.1,2026-04-01,https://polymarket.com/profile/0x99bce72fb855cc8eebe6c85683ede46da1784f35
0xc18b10a8d864d1d2ef71a58259eb810d52173917,"Will Nasdaq 100 (NDX) close over $27,000 on the final tradin",Yes,15,0.2767,0.345,5.17,4.15,1.03,2469.9,2026-12-31,https://polymarket.com/profile/0xc18b10a8d864d1d2ef71a58259eb810d52173917
0xc18b10a8d864d1d2ef71a58259eb810d52173917,"Will Nasdaq 100 (NDX) close over $30,000 on the final tradin",Yes,28.77,0.0606,0.175,5.03,1.74,3.29,18883.6,2026-12-31,https://polymarket.com/profile/0xc18b10a8d864d1d2ef71a58259eb810d52173917
0xa1c7caa9c87f1a3dc4b357f4e114db457fe2bdbb,Will the percentage change in the S&P 500 in Q1 2026 be betw,Yes,154.32,0.0259,0.032,4.94,4,0.94,2345.7,2026-03-31,https://polymarket.com/profile/0xa1c7caa9c87f1a3dc4b357f4e114db457fe2bdbb
0xcf006e28309313be21b36d22bde515882182353f,"Will S&P 500 (SPX) hit $7,000 (HIGH) in March 2026?",Yes,35.26,0.3887,0.14,4.94,13.71,-8.77,-6398.5,2026-03-31,https://polymarket.com/profile/0xcf006e28309313be21b36d22bde515882182353f
0x85d57ae07c1c0cae93f1ed6d05166eff4233bbf0,Will the S&P 500 Index lose at least 5% on any day in Q1?,Yes,77.68,0.052,0.0625,4.85,4.04,0.81,2011.1,2026-03-31,https://polymarket.com/profile/0x85d57ae07c1c0cae93f1ed6d05166eff4233bbf0
0x85d57ae07c1c0cae93f1ed6d05166eff4233bbf0,Will the S&P 500 Index gain at least 5% on any day in Q1?,Yes,105,0.041,0.046,4.83,4.3,0.53,1219.5,2026-03-31,https://polymarket.com/profile/0x85d57ae07c1c0cae93f1ed6d05166eff4233bbf0
0x9b06708f82009f5ad2648d6cdc29c45d365b0b42,Will the percentage change in the S&P 500 in Q1 2026 be betw,Yes,232.93,0.0429,0.0205,4.78,10,-5.22,-5224.9,2026-03-31,https://polymarket.com/profile/0x9b06708f82009f5ad2648d6cdc29c45d365b0b42
0xfdd1839bf9034f797dd7fe207197188717fe1829,"Will S&P 500 (SPX) hit $7,150 (HIGH) in June?",No,7.7,0.7194,0.62,4.77,5.54,-0.77,-1382.3,2026-06-30,https://polymarket.com/profile/0xfdd1839bf9034f797dd7fe207197188717fe1829
0x6b2664ced83a571a7e92e03155b5e3881e0ccf9a,"S&P 500 all time high by March 31, 2026?",No,5,0.71,0.925,4.62,3.55,1.07,3028.2,2026-03-31,https://polymarket.com/profile/0x6b2664ced83a571a7e92e03155b5e3881e0ccf9a
0xbb9536c00320757da5de689bf0ffcb9486421c62,Will KOSPI Composite Index (^KS11) hit 6500 (HIGH) in Q1 202,Yes,57.29,0.0665,0.079,4.53,3.81,0.71,1874.3,2026-03-31,https://polymarket.com/profile/0xbb9536c00320757da5de689bf0ffcb9486421c62
0x99bce72fb855cc8eebe6c85683ede46da1784f35,"Will S&P 500 (SPX) close over $6,900 on the final trading da",Yes,22.82,0.25,0.195,4.45,5.71,-1.26,-2200,2026-03-31,https://polymarket.com/profile/0x99bce72fb855cc8eebe6c85683ede46da1784f35
0xc18b10a8d864d1d2ef71a58259eb810d52173917,"Will Nasdaq 100 (NDX) hit $23,000 (LOW) in December?",Yes,7,0.25,0.625,4.38,1.75,2.62,15000,2026-12-31,https://polymarket.com/profile/0xc18b10a8d864d1d2ef71a58259eb810d52173917
0x6b2664ced83a571a7e92e03155b5e3881e0ccf9a,"S&P 500 all time high by March 31, 2026?",Yes,56.81,0.2913,0.075,4.26,16.55,-12.29,-7425.3,2026-03-31,https://polymarket.com/profile/0x6b2664ced83a571a7e92e03155b5e3881e0ccf9a
0x6b2664ced83a571a7e92e03155b5e3881e0ccf9a,Will the S&P 500 Index gain at least 3% on any day in Q1?,Yes,24.84,0.3431,0.17,4.22,8.52,-4.3,-5045.3,2026-03-31,https://polymarket.com/profile/0x6b2664ced83a571a7e92e03155b5e3881e0ccf9a
0xc18b10a8d864d1d2ef71a58259eb810d52173917,"Will S&P 500 (SPX) hit $4,500 (LOW) in December?",Yes,20,0.13,0.2,4,2.6,1.4,5385.4,2026-12-31,https://polymarket.com/profile/0xc18b10a8d864d1d2ef71a58259eb810d52173917
0xe2b44168f9c361a06a64ed3fe0e858634e883c5a,Will Affirm Holdings (AFRM) be added to the S&P 500 by March,Yes,190,0.1162,0.021,3.99,22.07,-18.08,-8192.2,2026-03-31,https://polymarket.com/profile/0xe2b44168f9c361a06a64ed3fe0e858634e883c5a
0xc18b10a8d864d1d2ef71a58259eb810d52173917,"Will Nasdaq 100 (NDX) hit $32,000 (HIGH) in December?",Yes,29.71,0.1011,0.13,3.86,3,0.86,2857.3,2026-12-31,https://polymarket.com/profile/0xc18b10a8d864d1d2ef71a58259eb810d52173917
0xc18b10a8d864d1d2ef71a58259eb810d52173917,"Will S&P 500 (SPX) hit $7,400 (HIGH) in December?",Yes,6.57,0.6728,0.585,3.84,4.42,-0.58,-1305.3,2026-12-31,https://polymarket.com/profile/0xc18b10a8d864d1d2ef71a58259eb810d52173917
0xc18b10a8d864d1d2ef71a58259eb810d52173917,"Will S&P 500 (SPX) hit $7,050 (HIGH) in June?",Yes,10,0.2662,0.37,3.7,2.66,1.04,3901.8,2026-06-30,https://polymarket.com/profile/0xc18b10a8d864d1d2ef71a58259eb810d52173917
0x99bce72fb855cc8eebe6c85683ede46da1784f35,Hang Seng (HSI) Up or Down on March 16?,Up,11.68,0.3951,0.315,3.68,4.62,-0.94,-2027.4,2026-03-16,https://polymarket.com/profile/0x99bce72fb855cc8eebe6c85683ede46da1784f35
0x9b06708f82009f5ad2648d6cdc29c45d365b0b42,Will the percentage change in the S&P 500 in Q1 2026 be betw,Yes,131.59,0.0532,0.027,3.55,7,-3.45,-4924.4,2026-03-31,https://polymarket.com/profile/0x9b06708f82009f5ad2648d6cdc29c45d365b0b42
0xfdd1839bf9034f797dd7fe207197188717fe1829,"Will S&P 500 (SPX) hit $6,600 (LOW) in June?",Yes,3.94,0.8645,0.88,3.47,3.41,0.06,179,2026-06-30,https://polymarket.com/profile/0xfdd1839bf9034f797dd7fe207197188717fe1829
0xfdd1839bf9034f797dd7fe207197188717fe1829,"Will S&P 500 (SPX) hit $8,000 (HIGH) in June?",Yes,55.44,0.0578,0.062,3.44,3.21,0.23,717.4,2026-06-30,https://polymarket.com/profile/0xfdd1839bf9034f797dd7fe207197188717fe1829
0x22eace1285cab0b23f7252ba02f3643c4c965f43,Will Alnylam Pharmaceuticals (ALNY) be added to the S&P 500 ,Yes,180.66,0.2406,0.0185,3.34,43.47,-40.13,-9231.2,2026-03-31,https://polymarket.com/profile/0x22eace1285cab0b23f7252ba02f3643c4c965f43
0xc18b10a8d864d1d2ef71a58259eb810d52173917,"Will Nasdaq 100 (NDX) hit $30,000 (HIGH) in December?",No,5,0.61,0.66,3.3,3.05,0.25,819.7,2026-12-31,https://polymarket.com/profile/0xc18b10a8d864d1d2ef71a58259eb810d52173917
0xfdd1839bf9034f797dd7fe207197188717fe1829,"Will S&P 500 (SPX) hit $7,700 (HIGH) in June?",Yes,23.4,0.1374,0.14,3.28,3.21,0.06,192.1,2026-06-30,https://polymarket.com/profile/0xfdd1839bf9034f797dd7fe207197188717fe1829
0x9b06708f82009f5ad2648d6cdc29c45d365b0b42,Will the percentage change in the S&P 500 in Q1 2026 be betw,Yes,315.39,0.0127,0.01,3.15,4,-0.85,-2114.8,2026-03-31,https://polymarket.com/profile/0x9b06708f82009f5ad2648d6cdc29c45d365b0b42
0xcf006e28309313be21b36d22bde515882182353f,"Will S&P 500 (SPX) hit $6,600 (LOW) in March 2026?",No,23.28,0.2779,0.135,3.14,6.47,-3.33,-5141.6,2026-03-31,https://polymarket.com/profile/0xcf006e28309313be21b36d22bde515882182353f
0xaaf7948cec26d8b164934b9da65f8ff15a5c2e27,Will the percentage change in the S&P 500 in Q1 2026 be betw,Yes,249,0.008,0.0125,3.11,1.99,1.12,5627,2026-03-31,https://polymarket.com/profile/0xaaf7948cec26d8b164934b9da65f8ff15a5c2e27
0xeacd0d487d273f06b188e2899435f2517f498143,"S&P 500 all time high by March 31, 2026?",Yes,41.14,0.2302,0.075,3.09,9.47,-6.38,-6741.5,2026-03-31,https://polymarket.com/profile/0xeacd0d487d273f06b188e2899435f2517f498143
0xfdd1839bf9034f797dd7fe207197188717fe1829,"Will S&P 500 (SPX) hit $5,200 (LOW) in December?",No,4.74,0.6097,0.64,3.03,2.89,0.14,497.4,2026-12-31,https://polymarket.com/profile/0xfdd1839bf9034f797dd7fe207197188717fe1829
0xcf006e28309313be21b36d22bde515882182353f,"Will S&P 500 (SPX) hit $7,000 (HIGH) in March 2026?",No,3.46,0.5977,0.86,2.98,2.07,0.91,4388.1,2026-03-31,https://polymarket.com/profile/0xcf006e28309313be21b36d22bde515882182353f
0xc18b10a8d864d1d2ef71a58259eb810d52173917,"Will Nasdaq 100 (NDX) close over $19,000 on the final tradin",Yes,4.99,0.71,0.595,2.97,3.54,-0.57,-1619.7,2026-12-31,https://polymarket.com/profile/0xc18b10a8d864d1d2ef71a58259eb810d52173917
0x99bce72fb855cc8eebe6c85683ede46da1784f35,S&P 500 (SPX) Up or Down on March 16?,Up,6.23,0.3901,0.465,2.9,2.43,0.47,1921.1,2026-03-16,https://polymarket.com/profile/0x99bce72fb855cc8eebe6c85683ede46da1784f35
0xfdd1839bf9034f797dd7fe207197188717fe1829,"Will Nasdaq 100 (NDX) close over $30,000 on the final tradin",Yes,15.99,0.0327,0.175,2.8,0.52,2.27,43477.6,2026-12-31,https://polymarket.com/profile/0xfdd1839bf9034f797dd7fe207197188717fe1829
0xc18b10a8d864d1d2ef71a58259eb810d52173917,"Will S&P 500 (SPX) hit $6,000 (LOW) in June?",No,4.99,0.67,0.54,2.7,3.35,-0.65,-1940.3,2026-06-30,https://polymarket.com/profile/0xc18b10a8d864d1d2ef71a58259eb810d52173917
0x99bce72fb855cc8eebe6c85683ede46da1784f35,Will Bitcoin outperform Silver in March 2026?,Yes,3.39,0.2806,0.775,2.63,0.95,1.68,17616.8,2026-03-31,https://polymarket.com/profile/0x99bce72fb855cc8eebe6c85683ede46da1784f35
0xc18b10a8d864d1d2ef71a58259eb810d52173917,"Will Nasdaq 100 (NDX) close over $19,000 on the final tradin",No,5.72,0.1399,0.405,2.32,0.8,1.52,18946.1,2026-12-31,https://polymarket.com/profile/0xc18b10a8d864d1d2ef71a58259eb810d52173917
0x6b2664ced83a571a7e92e03155b5e3881e0ccf9a,"Will S&P 500 (SPX) hit $6,600 (LOW) in March 2026?",No,17,0.17,0.135,2.29,2.89,-0.59,-2058.8,2026-03-31,https://polymarket.com/profile/0x6b2664ced83a571a7e92e03155b5e3881e0ccf9a
0xc18b10a8d864d1d2ef71a58259eb810d52173917,"Will S&P 500 (SPX) hit $6,200 (LOW) in December?",No,5.95,0.17,0.385,2.29,1.01,1.28,12647.1,2026-12-31,https://polymarket.com/profile/0xc18b10a8d864d1d2ef71a58259eb810d52173917
0xfdd1839bf9034f797dd7fe207197188717fe1829,"Will S&P 500 (SPX) hit $8,600 (HIGH) in December?",Yes,32.8,0.1268,0.065,2.13,4.16,-2.03,-4872,2026-12-31,https://polymarket.com/profile/0xfdd1839bf9034f797dd7fe207197188717fe1829
0xcf006e28309313be21b36d22bde515882182353f,"Will S&P 500 (SPX) hit $7,300 (HIGH) in March 2026?",Yes,98,0.0805,0.021,2.06,7.89,-5.83,-7391.6,2026-03-31,https://polymarket.com/profile/0xcf006e28309313be21b36d22bde515882182353f
0x0d42cc5ff0526fbb8f0bb9eafa9ebba3f23df124,Will Bitcoin outperform Gold in March 2026?,Yes,2.64,0.1856,0.71,1.87,0.49,1.38,28258.4,2026-03-31,https://polymarket.com/profile/0x0d42cc5ff0526fbb8f0bb9eafa9ebba3f23df124
0xfdd1839bf9034f797dd7fe207197188717fe1829,"Will S&P 500 (SPX) hit $7,400 (HIGH) in December?",No,4.35,0.1,0.415,1.81,0.44,1.37,31500,2026-12-31,https://polymarket.com/profile/0xfdd1839bf9034f797dd7fe207197188717fe1829
0xfdd1839bf9034f797dd7fe207197188717fe1829,"Will S&P 500 (SPX) hit $7,050 (HIGH) in June?",No,2.81,0.7359,0.63,1.77,2.07,-0.3,-1438.5,2026-06-30,https://polymarket.com/profile/0xfdd1839bf9034f797dd7fe207197188717fe1829
0xaaf7948cec26d8b164934b9da65f8ff15a5c2e27,Will the percentage change in the S&P 500 in Q1 2026 be at l,Yes,133.19,0.015,0.013,1.73,2,-0.26,-1322.9,2026-03-31,https://polymarket.com/profile/0xaaf7948cec26d8b164934b9da65f8ff15a5c2e27
0x9422f0e5a2c4358bdd2a901aa2a31f58e04ef273,Will Nasdaq 100 (NDX) hit 18975 (LOW) in March?,Yes,104.16,0.012,0.0165,1.72,1.25,0.47,3750,2026-04-01,https://polymarket.com/profile/0x9422f0e5a2c4358bdd2a901aa2a31f58e04ef273
0xcf006e28309313be21b36d22bde515882182353f,"Will S&P 500 (SPX) hit $7,200 (HIGH) in March 2026?",Yes,51.38,0.07,0.0325,1.67,3.6,-1.93,-5357.1,2026-03-31,https://polymarket.com/profile/0xcf006e28309313be21b36d22bde515882182353f
0xd6321c049c527e8a622d6aa35f514ae74f798afb,Will Bitcoin outperform NVIDIA (NVDA) in March 2026?,Yes,2.51,0.32,0.66,1.66,0.8,0.85,10625,2026-03-31,https://polymarket.com/profile/0xd6321c049c527e8a622d6aa35f514ae74f798afb
0x9b06708f82009f5ad2648d6cdc29c45d365b0b42,Will the percentage change in the S&P 500 in Q1 2026 be betw,Yes,130.41,0.0153,0.0125,1.63,2,-0.37,-1849.2,2026-03-31,https://polymarket.com/profile/0x9b06708f82009f5ad2648d6cdc29c45d365b0b42
0x6b2664ced83a571a7e92e03155b5e3881e0ccf9a,Will the S&P 500 Index lose at least 4% on any day in Q1?,No,2,0.78,0.81,1.62,1.56,0.06,384.6,2026-03-31,https://polymarket.com/profile/0x6b2664ced83a571a7e92e03155b5e3881e0ccf9a
0xc18b10a8d864d1d2ef71a58259eb810d52173917,"Will Nasdaq 100 (NDX) close over $33,000 on the final tradin",Yes,35.11,0.0686,0.045,1.58,2.41,-0.83,-3435.7,2026-12-31,https://polymarket.com/profile/0xc18b10a8d864d1d2ef71a58259eb810d52173917
0xc18b10a8d864d1d2ef71a58259eb810d52173917,"Will S&P 500 (SPX) hit $5,800 (LOW) in December?",No,5,0.26,0.28,1.4,1.3,0.1,769.2,2026-12-31,https://polymarket.com/profile/0xc18b10a8d864d1d2ef71a58259eb810d52173917
0xfdd1839bf9034f797dd7fe207197188717fe1829,"Will S&P 500 (SPX) hit $6,400 (LOW) in December?",No,10.96,0.1702,0.125,1.37,1.87,-0.5,-2654.5,2026-12-31,https://polymarket.com/profile/0xfdd1839bf9034f797dd7fe207197188717fe1829
0x99bce72fb855cc8eebe6c85683ede46da1784f35,"Will S&P 500 (SPX) hit $6,900 (HIGH) in March 2026?",Yes,6.97,0.27,0.195,1.36,1.88,-0.52,-2777.4,2026-03-31,https://polymarket.com/profile/0x99bce72fb855cc8eebe6c85683ede46da1784f35
0xe6534dd9d60cafcd8ac78091fbb883927b1d4594,Will KOSPI Composite Index (^KS11) hit 4800 (LOW) in Q1 2026,Yes,5.99,0.1504,0.22,1.32,0.9,0.42,4628.5,2026-03-31,https://polymarket.com/profile/0xe6534dd9d60cafcd8ac78091fbb883927b1d4594
0xc18b10a8d864d1d2ef71a58259eb810d52173917,"Will S&P 500 (SPX) hit $8,600 (HIGH) in December?",Yes,20,0.08,0.065,1.3,1.6,-0.3,-1875,2026-12-31,https://polymarket.com/profile/0xc18b10a8d864d1d2ef71a58259eb810d52173917
0x9b06708f82009f5ad2648d6cdc29c45d365b0b42,Will the percentage change in the S&P 500 in Q1 2026 be at l,Yes,97.6,0.0102,0.013,1.27,1,0.27,2689.1,2026-03-31,https://polymarket.com/profile/0x9b06708f82009f5ad2648d6cdc29c45d365b0b42
0xc18b10a8d864d1d2ef71a58259eb810d52173917,"Will S&P 500 (SPX) hit $6,400 (LOW) in December?",No,10,0.11,0.125,1.25,1.1,0.15,1363.6,2026-12-31,https://polymarket.com/profile/0xc18b10a8d864d1d2ef71a58259eb810d52173917
0xaaf7948cec26d8b164934b9da65f8ff15a5c2e27,Will the percentage change in the S&P 500 in Q1 2026 be betw,Yes,122.7,0.013,0.01,1.23,1.6,-0.37,-2307.7,2026-03-31,https://polymarket.com/profile/0xaaf7948cec26d8b164934b9da65f8ff15a5c2e27
0xc18b10a8d864d1d2ef71a58259eb810d52173917,"Will S&P 500 (SPX) hit $8,200 (HIGH) in December?",Yes,8.8,0.1007,0.14,1.23,0.89,0.35,3897.6,2026-12-31,https://polymarket.com/profile/0xc18b10a8d864d1d2ef71a58259eb810d52173917
